type,bandwidth,time
run,163.349,695711669787004
run,78.9539,695711685234098
run,38.1125,695711717189710
run,51.9563,695711783307749
run,62.8361,695711831837288
run,69.8046,695711871986966
run,73.6925,695711908120460
run,70.0539,695711942339975
run,52.2435,695711978341884
run,50.8907,695712026596090
run,51.7363,695712076135467
run,42.9441,695712124853104
run,102.1,695712183548703
run,158.245,695712208265751
run,163.106,695712224223925
run,163.3,695712239703596
run,134.285,695712255163587
run,121.025,695712273975592
run,132.608,695712294822570
run,163.463,695712313853906
run,163.689,695712329300041
run,164.866,695712344718559
run,163.164,695712360042292
run,162.072,695712375514539
run,152.102,695712391090531
run,134.85,695712407681226
run,160.291,695712426386670
run,158.905,695712442153673
run,157.514,695712458044326
run,161.455,695712474072805
run,161.596,695712489709662
run,158.309,695712505326807
run,145.524,695712521268180
run,118.231,695712538604165
run,127.726,695712559935246
run,144.826,695712579684576
run,139.141,695712597106962
run,163.307,695712615239054
run,163.043,695712630693445
run,132.983,695712646169980
run,139.364,695712665163716
run,161.769,695712683289696
run,41.6723,695712698896857
run,52.9396,695712759355393
run,49.9564,695712806967159
run,77.531,695712857419764
run,70.2389,695712889942360
run,80.7183,695712925828202
run,123.589,695712957063165
run,118.544,695712977471640
run,159.36,695712998763328
run,155.755,695713014605276
run,137.586,695713030806717
run,162.508,695713049143964
run,165.476,695713064678676
run,153.527,695713079933928
run,131.551,695713096380621
run,161.03,695713115559095
run,161.062,695713131230001
run,141.95,695713146895371
run,143.671,695713164668930
run,163.378,695713182228950
run,164.21,695713197676940
run,165.173,695713213042818
run,162.618,695713228318678
run,45.4114,695713243837358
run,34.5677,695713299350897
run,57.4642,695713372246566
run,59.2973,695713416192969
run,105.402,695713458723128
run,119.359,695713482672101
run,110.59,695713503814602
run,144.776,695713526631720
run,138.514,695713544063418
run,157.376,695713562274455
run,142.326,695713578311190
run,149.126,695713596069101
run,138.375,695713612999096
run,145.159,695713631235157
run,136.062,695713648643495
run,136.047,695713667195913
run,163.471,695713685735147
run,164.784,695713701177985
run,155.058,695713716492470
run,151.187,695713732765688
run,144.064,695713749471680
run,141.789,695713766986260
run,40.0486,695713784778059
run,56.975,695713847698581
run,56.3197,695713891952380
run,62.1968,695713936706602
run,56.942,695713977259518
run,119.821,695714021545605
run,114.024,695714042605482
run,49.7908,695714064747389
run,51.8882,695714115366493
run,44.2183,695714163947872
run,46.7446,695714220963672
run,71.7953,695714274878822
run,102.782,695714310021294
run,140.139,695714334559747
run,135.144,695714352576125
run,161.351,695714371254145
run,162.285,695714386905434
run,163.062,695714402463059
run,160.205,695714417945866
run,138.203,695714433699173
run,154.913,695714451971138
run,137.994,695714468280293
run,157.462,695714486570947
run,161.429,695714502604098
run,162.308,695714518241851
run,158.841,695714533793972
run,144.942,695714549686832
run,76.6126,695714567104258
run,24.2022,695714600048492
run,71.3123,695714704116626
run,53.9736,695714739494462
run,80.9988,695714786207687
run,111.114,695714817345528
run,157.664,695714840073908
run,159.235,695714856096242
run,158.389,695714871967279
run,159.262,695714887919277
run,164.165,695714903774633
run,148.067,695714919154591
run,139.508,695714936211820
run,162.939,695714954305671
run,161.623,695714969803454
run,163.727,695714985422935
run,159.304,695715000839374
run,140.295,695715016682346
run,157.761,695715034664004
run,143.543,695715050668674
run,151.594,695715068258807
run,164.188,695715084927262
run,30.74,695715100309780
run,50.5699,695715182264903
run,77.8377,695715232113628
run,53.8793,695715264532990
run,90.7007,695715311329000
run,113.662,695715339142123
run,127.362,695715361345375
run,145.175,695715381159443
run,163.111,695715398548868
run,162.89,695715414028764
run,147.979,695715429527603
run,136.467,695715446605632
run,157.261,695715465099841
run,162.534,695715481150240
run,165.001,695715496679928
run,165.132,695715511978029
run,162.335,695715527258241
run,162.887,695715542799641
run,125.554,695715558289520
run,125.959,695715578375943
run,163.12,695715598400574
run,146.233,695715613872533
run,138.307,695715631151237
run,149.141,695715649403202
run,140.458,695715666322989
run,145.031,695715684290151
run,135.427,695715701688217
run,163.37,695715720324092
run,162.935,695715735777779
run,163.374,695715751270410
run,162.258,695715766721729
run,163.099,695715782278873
run,139.652,695715797755056
run,132.654,695715815817771
run,122.247,695715834831347
run,133.316,695715855460882
run,56.834,695715874383257
run,54.1647,695715918738561
run,53.7981,695715965277448
run,42.0043,695716012132947
run,72.5695,695716072137077
run,110.623,695716106909176
run,112.702,695716129723797
run,69.7108,695716152115436
run,31.8155,695716188318467
run,40.1135,695716267511248
run,73.2574,695716330337753
run,91.9689,695716364782295
run,112.976,695716392216277
run,125.955,695716414548683
run,144.272,695716434599490
run,139.707,695716452109909
run,161.223,695716470198352
run,159.681,695716485866058
run,160.824,695716501681702
run,161.132,695716517382432
run,159.813,695716533051034
run,160.551,695716548847381
run,139.24,695716564707762
run,152.192,695716582846126
run,162.081,695716599433908
run,160.586,695716615011565
run,160.777,695716630733127
run,139.898,695716646453633
run,56.5326,695716664504540
run,31.7036,695716709108872
run,61.3298,695716788579768
run,53.7146,695716829680724
run,79.7736,695716876597056
run,109.91,695716908219351
run,113.977,695716931176086
run,129.418,695716953324714
run,158.09,695716972826969
run,159.461,695716988795895
run,163.95,695717004624307
run,164.644,695717020035273
run,160.837,695717035365278
run,162.045,695717051054584
run,138.818,695717067280281
run,153.1,695717085483286
run,162.642,695717101978107
run,163.971,695717117500403
run,164.407,695717132895465
run,164.892,695717148247198
run,158.367,695717163551315
run,152.187,695717179490417
run,136.184,695717196068215
run,151.272,695717214589112
run,138.145,695717231265920
run,163.598,695717249522750
run,164.026,695717264949620
run,165.592,695717280337354
run,161.863,695717295579518
run,138.698,695717311175574
run,142.953,695717329366579
run,161.439,695717347018441
run,163.1,695717362648706
run,163.476,695717378126297
run,163.61,695717393561071
run,165.301,695717408982662
run,136.049,695717424244954
run,64.5988,695717442781531
run,32.2414,695717481831354
run,51.4903,695717559976184
run,52.036,695717608934944
run,86.0184,695717657395042
run,100.535,695717686720377
run,24.3447,695717711857558
run,32.4434,695717815340148
run,78.7385,695717892972363
run,120.741,695717924994600
run,126.454,695717945898091
run,156.649,695717965873856
run,144.663,695717981998208
run,139.319,695717999448979
run,162.648,695718017563502
run,163.287,695718033086086
run,140.203,695718048543069
run,154.66,695718066542583
run,162.268,695718082863066
run,161.593,695718098422578
run,141.479,695718114037547
run,151.681,695718131874371
run,165.039,695718148516426
run,65.9304,695718163811071
run,45.4306,695718202062930
run,56.1318,695718257535701
run,59.1629,695718302452613
run,54.5807,695718345058581
run,86.5701,695718391241239
run,90.2687,695718420396556
run,120.682,695718448334128
run,139.24,695718469249939
run,136.5,695718487395567
run,152.199,695718505886608
run,160.761,695718522475735
run,161.343,695718538180945
run,161.728,695718553827626
run,163.803,695718569437155
run,155.941,695718584848025
run,127.926,695718601030394
run,136.832,695718620742188
run,162.694,695718639180684
run,162.966,695718654699396
run,162.872,695718670188283
run,147.727,695718685686195
run,139.192,695718702766528
run,159.936,695718720893372
run,126.922,695718736676215
run,46.5163,695718756554091
run,44.777,695718810725436
run,44.6722,695718867015338
run,66.2977,695718923436666
run,63.0267,695718961473867
run,113.005,695719001476823
run,126.91,695719023810861
run,141.376,695719043707041
run,152.443,695719061557306
run,162.47,695719078117152
run,162.511,695719093657080
run,141.378,695719109191311
run,140.7,695719127080936
run,146.432,695719145035458
run,146.944,695719162273297
run,162.524,695719179453056
run,163.578,695719194988728
run,163.304,695719210423470
run,156.408,695719225886149
run,138.412,695719242040741
run,162.758,695719260287811
run,163.882,695719275821051
run,60.4547,695719291228465
run,33.5143,695719332954837
run,50.3329,695719408121033
run,52.9818,695719458183073
run,86.7549,695719505727734
run,94.0778,695719534830634
run,125.602,695719561637567
run,133.592,695719581742934
run,163.89,695719600642749
run,143.833,695719616061555
run,140.613,695719633616903
run,163.113,695719651566560
run,163.658,695719667046231
run,163.534,695719682471502
run,147.529,695719697904484
run,129.993,695719715006450
run,141.599,695719734415551
run,142.286,695719752234487
run,145.026,695719769961773
run,137.24,695719787362367
run,162.953,695719805750143
run,164.189,695719821243734
run,156.832,695719836618892
run,165.037,695719852739660
run,137.299,695719868055456
run,148.285,695719886525921
run,158.995,695719903569742
run,150.037,695719919445674
run,162.617,695719936263508
run,163.959,695719951788236
run,160.945,695719967182242
run,119.856,695719982858460
run,135.738,695720003920448
run,162.737,695720022516259
run,163.294,695720038030330
run,163.892,695720053487665
run,161.178,695720068887751
run,163.796,695720084565153
run,60.4196,695720099970967
run,57.0929,695720141695995
run,54.4976,695720185851296
run,58.3254,695720232115075
run,49.9824,695720275356604
run,108.035,695720325791865
run,95.3241,695720349165022
run,121.84,695720375638382
run,56.4595,695720396365518
run,51.2702,695720441026042
run,34.0721,695720490201829
run,57.1192,695720564152777
run,86.6069,695720608308367
run,116.482,695720637458084
run,126.514,695720659127825
run,157.494,695720679075686
run,161.401,695720695137701
run,162.543,695720710782367
run,160.059,695720726314102
run,123.403,695720742079441
run,133.065,695720762509005
run,161.494,695720781476629
run,127.855,695720797111118
run,135.07,695720816863009
run,152.084,695720835551940
run,164.334,695720852154443
run,143.534,695720867519937
run,138.102,695720885098933
run,62.2064,695720903370099
run,44.8887,695720943918982
run,38.7511,695721000071538
run,61.0185,695721065105210
run,84.1403,695721106415512
run,86.3266,695721136388633
run,151.931,695721165612943
run,162.323,695721182248182
run,163.189,695721197801518
run,162.279,695721213271493
run,165.333,695721228829981
run,143.897,695721244102481
run,141.337,695721261641669
run,162.6,695721279496189
run,162.64,695721295023221
run,162.882,695721310545933
run,163.297,695721326044644
run,161.843,695721341505499
run,160.966,695721357103188
run,133.75,695721372783597
run,128.3,695721391647476
run,63.0999,695721411319333
run,51.3865,695721451292464
run,45.0145,695721500333210
run,62.2844,695721556304163
run,50.8097,695721596808278
run,98.5567,695721646397991
run,113.22,695721671986411
run,137.914,695721694267041
run,164.96,695721712562431
run,164.873,695721727869843
run,161.074,695721743181160
run,136.946,695721758852930
run,142.387,695721777287586
run,141.736,695721795008760
run,163.937,695721812814064
run,159.426,695721828212934
run,141.968,695721844072770
run,157.365,695721861849625
run,163.377,695721877911736
run,143.012,695721893372431
run,135.635,695721911015844
run,133.544,695721929615399
run,152.149,695721948504813
run,160.736,695721965095572
run,151.847,695721980819566
run,158.691,695721997442005
run,159.754,695722013345938
run,140.228,695722029141614
run,154.148,695722047149544
run,163.298,695722063522955
run,160.805,695722079414536
run,161.75,695722095122723
run,160.659,695722110729467
run,162.61,695722126441078
run,150.271,695722141982094
run,139.021,695722158775703
run,165.139,695722176916947
run,151.027,695722192201832
run,131.214,695722208925104
run,165.045,695722228143611
run,163.573,695722243437391
run,57.9681,695722258865446
run,51.1534,695722302365058
run,35.1175,695722351634607
run,57.562,695722423388404
run,90.3156,695722467204981
run,107.935,695722495147097
run,131.404,695722518532958
run,138.023,695722537752905
run,163.269,695722556069768
run,133.284,695722571558079
run,149.85,695722590508102
run,162.89,695722607353776
run,163.044,695722622851464
run,160.114,695722638333695
run,138.708,695722654110778
run,159.248,695722672322391
run,164.342,695722688177267
run,162.923,695722703538825
run,163.18,695722719028544
run,162.076,695722734495127
run,41.5423,695722750064271
run,52.9204,695722810730330
run,46.0683,695722858369008
run,67.8635,695722913091880
run,69.0384,695722950247917
run,112.451,695722986759368
run,108.006,695723009194272
run,119.07,695723032561637
run,140.601,695723053764907
run,162.424,695723071736741
run,163.01,695723087283261
run,162.96,695723102771092
run,162.214,695723118260011
run,163.077,695723133818884
run,157.683,695723149297659
run,136.585,695723165319065
run,157.108,695723183802746
run,164.351,695723199870905
run,163.416,695723215231599
run,160.342,695723230676165
run,163.716,695723246416320
run,163.847,695723261832662
run,142.12,695723277236332
run,127.781,695723295004323
run,130.138,695723314755158
run,60.3604,695723334146339
run,69.3708,695723375927592
run,47.7899,695723412280545
run,60.2989,695723465009021
run,77.4848,695723506819938
run,65.317,695723539365543
run,69.7536,695723577986911
run,116.481,695723614126069
run,158.059,695723635799939
run,149.666,695723651783169
run,139.563,695723668648843
run,162.73,695723686736134
run,163.148,695723702253950
run,153.731,695723717728917
run,153.919,695723734167833
run,128.489,695723750561437
run,136.431,695723770188622
run,136.068,695723788692335
run,153.55,695723807249521
run,146.292,695723823696565
run,124.868,695723840968869
run,139.498,695723861179774
run,145.383,695723879261946
run,53.062,695723896616843
run,25.5037,695723944128991
run,62.253,695724042884891
run,98.435,695724083394958
run,95.6936,695724109053971
run,102.308,695724135423681
run,128.535,695724160109912
run,144.44,695724179752809
run,139.841,695724197228188
run,161.748,695724215278071
run,161.588,695724230886351
run,161.359,695724246507209
run,160.702,695724262148866
run,163.317,695724277856092
run,163.313,695724293311475
run,146.077,695724308766474
run,142.989,695724326037370
run,162.185,695724343682575
run,163.285,695724359246215
run,163.348,695724374703326
run,156.73,695724390155828
run,137.658,695724406251764
run,74.0367,695724424576499
run,47.1394,695724458652684
run,57.3254,695724512113427
run,56.4811,695724556084374
run,60.1894,695724600728866
run,75.6935,695724642617256
run,96.1652,695724675934135
run,55.631,695724702148676
run,51.4684,695724747468953
run,50.688,695724796452002
run,59.5955,695724846183477
run,49.33,695724888515681
run,99.096,695724939611335
run,113.262,695724965069833
run,150.391,695724987336286
run,164.18,695725004121448
run,163.567,695725019501213
run,160.853,695725034934068
run,160.913,695725050630030
run,160.999,695725066319368
run,149.057,695725082001858
run,137.748,695725098929517
run,160.434,695725117247115
run,164.903,695725132980230
run,161.302,695725148293115
run,162.798,695725163942708
run,161.822,695725179447596
run,163.85,695725195043620
run,35.9999,695725210444666
run,42.5051,695725280445351
run,52.4038,695725339743071
run,63.205,695725387868060
run,100.411,695725427767494
run,116.588,695725452906915
run,148.114,695725474551920
run,137.567,695725491590013
run,143.386,695725509934524
run,140.861,695725527531952
run,162.859,695725545444937
run,165.095,695725560940801
run,165.674,695725576226613
run,154.601,695725591461929
run,136.519,695725607783211
run,162.892,695725626258540
run,142.21,695725641752419
run,150.662,695725659495066
run,163.784,695725676247107
run,56.7079,695725691660217
run,48.4074,695725736123651
run,50.4486,695725788216950
run,66.0866,695725838181133
run,51.3287,695725876354047
run,82.5017,695725925441033
run,108.085,695725956027570
run,132.694,695725979376887
run,132.411,695725998399327
run,163.584,695726017456680
run,164.016,695726032889086
run,157.122,695726048281172
run,133.815,695726064361747
run,162.042,695726083234330
run,157.672,695726098822194
run,137.546,695726114847921
run,157.002,695726133210192
run,161.312,695726149294448
run,157.815,695726164946825
run,163.352,695726180962056
run,165.394,695726196420286
run,163.964,695726211682162
run,150.912,695726227076968
run,38.0808,695726243815633
run,77.6726,695726309973768
run,40.8481,695726342442667
run,78.2294,695726404130020
run,66.9913,695726436354116
run,85.7468,695726474007663
run,113.494,695726503428552
run,155.311,695726525652733
run,162.163,695726541906687
run,162.112,695726557474967
run,164.503,695726573048688
run,165.418,695726588395013
run,141.252,695726603654841
run,140.375,695726621514513
run,137.696,695726639506283
run,144.987,695726657837162
run,131.719,695726675240283
run,162.93,695726694394054
run,162.719,695726709886717
run,163.532,695726725401684
run,141.225,695726740860139
run,137.219,695726758727812
run,46.2357,695726777127939
run,58.8419,695726831632857
run,38.384,695726874481324
run,73.1564,695726940133820
run,63.423,695726974624795
run,96.9422,695727014389956
run,136.387,695727040421646
run,138.818,695727058937583
run,159.689,695727077128588
run,147.954,695727092947911
run,163.358,695727110006708
run,137.647,695727125460363
run,145.909,695727143790282
run,159.887,695727161084282
run,138.469,695727176869109
run,153.754,695727195088147
run,163.656,695727211504439
run,162.066,695727226926669
run,146.456,695727242500837
run,135.631,695727259730645
run,163.301,695727278332887
run,164.077,695727293788110
run,156.952,695727309168836
run,163.198,695727325246307
run,165.562,695727340710234
run,162.944,695727355951918
run,145.431,695727371439397
run,140.104,695727388785942
run,162.061,695727406792368
run,163.224,695727422361769
run,155.934,695727437818655
run,136.141,695727453999072
run,159.455,695727472526850
run,156.155,695727488355453
run,137.633,695727504513182
run,157.948,695727522841949
run,162.901,695727538818971
run,161.99,695727554312274
run,73.7179,695727569928459
run,39.3951,695727604144102
run,50.3667,695727668112575
run,39.9659,695727718143190
run,69.2153,695727781205955
run,129.044,695727817622781
run,122.297,695727837171020
run,161.686,695727857796523
run,137.894,695727873409700
run,146.962,695727891705218
run,165.07,695727908877968
run,164.743,695727924170053
run,142.605,695727939491450
run,146.704,695727957182416
run,149.71,695727974383359
run,127.487,695727991251241
run,124.257,695728011038492
run,154.812,695728031350870
run,162.445,695728047675641
run,40.0042,695728063222289
run,54.0171,695728126220156
run,57.0196,695728172893349
run,60.8555,695728217104011
run,66.3974,695728258525931
run,106.11,695728296515195
run,147.906,695728320293285
run,160.81,695728337381778
run,159.639,695728353104429
run,163.046,695728368941513
run,144.676,695728384432224
run,135.622,695728401883923
run,163.507,695728420505141
run,164.437,695728435953484
run,163.21,695728451305185
run,163.528,695728466772408
run,163.38,695728482206575
run,163.944,695728497652197
run,146.14,695728513046075
run,144.392,695728530327755
run,65.547,695728547806494
run,45.3781,695728586285877
run,60.4293,695728641825560
run,54.9678,695728683570652
run,74.4009,695728729448826
run,58.705,695728763362993
run,112.129,695728806293542
run,47.9286,695728828798814
run,44.6516,695728881403289
run,64.756,695728937854858
run,43.4027,695728976804775
run,64.7691,695729034877710
run,112.183,695729073811179
run,128.056,695729096318211
run,140.322,695729116026165
run,161.725,695729134018767
run,160.637,695729149651368
run,141.646,695729165386563
run,154.935,695729183221211
run,162.697,695729199516381
run,163.408,695729215032629
run,163.484,695729230483852
run,163.233,695729245925666
run,163.914,695729261391545
run,155.358,695729276795023
run,137.549,695729293036593
run,161.807,695729311376303
run,161.738,695729326980136
run,160.584,695729342602369
run,56.4891,695729358326428
run,64.7009,695729402948840
run,64.4883,695729441920933
run,77.0546,695729481028293
run,59.5182,695729513751691
run,74.3865,695729556099608
run,60.9289,695729590009551
run,138.098,695729631408430
run,128.229,695729649702508
run,130.41,695729669382814
run,146.488,695729688731787
run,163.047,695729705978618
run,163.59,695729721460113
run,165.517,695729736886408
run,143.605,695729752132892
run,149.053,695729769699760
run,148.862,695729786629019
run,131.711,695729803567462
run,155.122,695729822727952
run,161.909,695729839003059
run,161.226,695729854594379
run,156.927,695729870248805
run,161.839,695729886333380
run,66.0519,695729901932541
run,34.9099,695729940123472
run,51.358,695730012297754
run,55.8687,695730061392132
run,77.4376,695730106536120
run,108.116,695730139113308
run,110.065,695730162450401
run,148.157,695730185364479
run,134.985,695730202419884
run,129.389,695730221114320
run,158.501,695730240611167
run,164.109,695730256538460
run,163.531,695730271923346
run,161.386,695730287360680
run,160.55,695730303003713
run,140.528,695730318723004
run,153.924,695730336676405
run,163.538,695730353072857
run,164.162,695730368507472
run,164.182,695730383881221
run,163.273,695730399255131
run,163.45,695730414713970
run,153.298,695730430156904
run,122.823,695730446616269
run,42.8472,695730467145866
run,54.6155,695730525968155
run,56.129,695730572107164
run,75.9736,695730617019468
run,60.9802,695730650239226
run,78.0025,695730691597433
run,144.562,695730723915482
run,159.197,695730741370860
run,144.673,695730757226409
run,128.736,695730775739914
run,150.14,695730795351706
run,133.737,695730812173956
run,151.038,695730831056682
run,163.547,695730847772083
run,163.431,695730863210121
run,163.257,695730878656672
run,163.499,695730894119127
run,163.988,695730909557933
run,153.304,695730924949603
run,139.118,695730941406568
run,161.745,695730959555012
run,49.1152,695730975165085
run,43.6052,695731026484166
run,52.8536,695731084298377
run,48.3612,695731131988992
run,75.2852,695731184106868
run,98.3299,695731217598693
run,124.725,695731243263338
run,156.348,695731263499619
run,162.921,695731279644259
run,161.129,695731295137018
run,127.757,695731310803668
run,137.831,695731330596519
run,159.336,695731348905925
run,164.028,695731364749058
run,164.468,695731380137623
run,163.581,695731395483277
run,161.813,695731410912931
run,161.299,695731426508444
run,140.286,695731442159445
run,139.797,695731460141263
run,163.295,695731478190026
run,164.308,695731493648737
run,164.549,695731509008886
run,164.508,695731524345771
run,52.4453,695731539684704
run,42.1932,695731587751708
run,51.511,695731647488442
run,57.0388,695731696436834
run,75.7621,695731740663177
run,89.3495,695731773973175
run,132.306,695731802190015
run,136.161,695731821262632
run,156.585,695731839795658
run,163.649,695731855920554
run,143.013,695731871350304
run,143.131,695731888995542
run,162.935,695731906633803
run,162.608,695731922131202
run,137.379,695731937658074
run,139.637,695731956026009
run,160.732,695731974095316
run,158.514,695731989800302
run,163.229,695732005721963
run,162.048,695732021186562
run,71.3387,695732036762875
run,52.2771,695732072119526
run,46.78,695732120368292
run,77.2385,695732174251825
run,55.7035,695732206899638
run,60.6202,695732252170091
run,97.7561,695732293751693
run,131.051,695732319569428
run,150.469,695732338840160
run,154.565,695732355621897
run,162.934,695732371955308
run,161.318,695732387448931
run,161.141,695732403098012
run,147.407,695732418765174
run,134.233,695732435903908
run,137.866,695732454714186
run,162.257,695732473040584
run,165.5,695732488605697
run,164.834,695732503858292
run,163.311,695732519172617
run,163.268,695732534627680
run,163.212,695732550102807
run,143.547,695732565567214
run,37.5977,695732583154754
run,39.1251,695732650178053
run,64.5432,695732714596388
run,62.1378,695732753663075
run,96.7647,695732794257655
run,98.4454,695732820327521
run,122.918,695732845951237
run,161.536,695732866481411
run,163.593,695732882118524
run,162.89,695732897551762
run,160.776,695732913053418
run,163.42,695732928758468
run,163.397,695732944223131
run,142.952,695732959677874
run,123.487,695732977338695
run,141.667,695732997786339
run,163.012,695733015602651
run,163.568,695733031088018
run,163.317,695733046522280
run,150.091,695733061979583
run,134.316,695733078803337
run,127.048,695733097597326
run,140.005,695733117470018
run,159.424,695733135496572
run,159.266,695733151341657
run,158.477,695733167217493
run,159.817,695733183171027
run,160.722,695733198991567
run,138.252,695733214723241
run,139.712,695733232994727
run,141.178,695733251079650
run,134.927,695733268974363
run,161.289,695733287699167
run,161.199,695733303376025
run,163.126,695733319059251
run,37.5107,695733334541130
run,54.1364,695733401702223
run,32.5432,695733448266838
run,70.2679,695733525680106
run,99.5732,695733561582492
run,24.0007,695733586957181
run,39.9003,695733691903151
run,66.1026,695733755041564
run,97.4448,695733793177582
run,136.184,695733819062134
run,148.668,695733837603383
run,122.017,695733854584867
run,138.373,695733875273827
run,163.222,695733893510656
run,163.156,695733908979063
run,163.503,695733924453870
run,164.037,695733939892261
run,163.076,695733955280602
run,150.649,695733970757969
run,131.712,695733987509050
run,163.307,695734006663396
run,163.166,695734022120859
run,163.895,695734037595570
run,157.102,695734052994600
run,152.049,695734069079623
run,129.824,695734085676814
run,126.885,695734105114140
run,141.37,695734124992464
run,134.421,695734142858120
run,161.394,695734161634157
run,162.409,695734177278567
run,163.57,695734192820607
run,163.181,695734208256469
run,147.382,695734223727660
run,144.295,695734240849530
run,162.94,695734258343277
run,163.072,695734273837252
run,30.9225,695734289314363
run,72.1802,695734370764935
run,64.0448,695734405696268
run,54.3411,695734445081136
run,65.9267,695734491488532
run,55.902,695734529742984
run,55.8346,695734574842106
run,51.4843,695734619992142
run,60.5985,695734668952886
run,70.6702,695734710563960
run,59.7975,695734746269416
run,100.751,695734788432562
run,159.718,695734813461454
run,162.717,695734829296010
run,165.091,695734844821409
run,165.578,695734860115318
run,136.875,695734875362698
run,135.646,695734893796362
run,136.643,695734912396620
run,142.126,695734930912333
run,164.857,695734948674916
run,164.169,695734963990585
run,160.663,695734979362639
run,144.333,695734995078473
run,139.015,695735012566684
run,145.142,695735030716568
run,164.383,695735048102378
run,152.332,695735063455679
run,165.038,695735080056358
run,162.809,695735095354266
run,147.313,695735110855954
run,121.56,695735127981216
run,132.227,695735148729376
run,137.193,695735167828297
run,151.202,695735186225897
run,141.08,695735202922737
run,163.667,695735220816745
run,165.117,695735236254560
run,158.192,695735251547796
run,131.404,695735267525874
run,159.113,695735286748349
run,163.809,695735302620922
run,57.3354,695735318031920
run,45.7408,695735362008339
run,42.1749,695735417114385
run,72.0774,695735476864687
run,54.2914,695735511876949
run,129.167,695735558301402
run,83.3804,695735577843466
run,57.1724,695735608096078
run,42.0462,695735652177106
run,59.4887,695735712107571
run,46.2729,695735754488416
run,96.6773,695735808965781
run,110.892,695735835074496
run,127.516,695735857828796
run,162.984,695735877622639
run,140.268,695735893128422
run,130.409,695735911135968
run,138.637,695735930492365
run,164.064,695735948700266
run,163.777,695735964092096
run,162.911,695735979514102
run,161.161,695735995032398
run,162.613,695736010717544
run,129.774,695736026239936
run,127.757,695736045694894
run,162.711,695736065457664
run,161.146,695736080976184
run,162.63,695736096647346
run,165.296,695736112174121
run,161.352,695736127451070
run,42.6662,695736143095543
run,59.6778,695736202155116
run,40.4418,695736244431255
run,57.4388,695736306732857
run,79.0385,695736350646555
run,83.1669,695736382591031
run,112.784,695736412912188
run,161.211,695736435274706
run,161.844,695736450937836
run,161.669,695736466565349
run,163.51,695736482189214
run,164.242,695736497629109
run,162.9,695736512999882
run,139.099,695736528496354
run,148.963,695736546634718
run,162.406,695736563577385
run,130.454,695736579122721
run,141.008,695736598458606
run,163.372,695736616351878
run,163.423,695736631803485
run,145.775,695736647249556
run,40.8052,695736664573956
run,56.5267,695736726323806
run,41.0368,695736770917290
run,54.8139,695736832334495
run,85.2605,695736878328510
run,129.775,695736907927993
run,108.747,695736927380328
run,128.502,695736950569290
run,161.101,695736970220347
run,157.25,695736985896212
run,159.897,695737001969716
run,161.585,695737017759151
run,164.161,695737033384104
run,143.9,695737048761310
run,146.675,695737066295378
run,162.779,695737083497697
run,162.93,695737098999128
run,162.681,695737114493103
run,141.792,695737130004391
run,147.687,695737147815102
run,137.542,695737164904876
run,155.476,695737233671431
run,163.362,695737249932329
run,164.144,695737265391072
run,165.148,695737280770773
run,145.174,695737296052874
run,141.722,695737313434491
run,161.009,695737331238354
run,162.89,695737346911884
run,163.172,695737362405347
run,163.995,695737377869146
run,151.333,695737393255024
run,138.471,695737409951512
run,136.335,695737428204182
run,157.64,695737446720951
run,158.791,695737462733365
run,163.249,695737478626450
run,161.755,695737494085641
run,46.3198,695737509685762
run,52.224,695737564080373
run,52.005,695737612340020
run,61.467,695737660802773
run,75.2706,695737701842127
run,95.4444,695737735350625
run,59.5761,695737761789488
run,38.5935,695737804113724
run,54.1147,695737869392391
run,57.096,695737915978062
run,68.8069,695737960135252
run,87.3777,695737996796273
run,103.691,695738025663746
run,130.081,695738049992180
run,138.981,695738069403010
run,143.742,695738087559582
run,163.39,695738105117234
run,164.45,695738120565801
run,162.202,695738135916062
run,161.717,695738151472950
run,161.323,695738167080015
run,158.457,695738182721800
run,132.387,695738198646374
run,123.77,695738217707598
run,143.447,695738238096810
run,160.72,695738255695966
run,161.746,695738271405817
run,161.203,695738287011121
run,160.569,695738302668075
run,160.625,695738318405893
run,140.236,695738334120672
run,141.873,695738352122074
run,162.957,695738369911569
run,163.786,695738385403848
run,164.79,695738400818110
run,164.509,695738416171444
run,162.66,695738431534601
run,164.001,695738447050497
run,137.685,695738462437527
run,149.692,695738480760149
run,149.191,695738497622943
run,140.458,695738514556587
run,164.929,695738532522788
run,163.882,695738547829337
run,163.068,695738563230255
run,147.231,695738578707430
run,138.903,695738595842772
run,162.819,695738614006928
run,35.8766,695738629509608
run,47.8701,695738699730295
run,43.3001,695738752391891
run,80.1652,695738810589851
run,77.3714,695738842078449
run,93.9306,695738874679766
run,28.0775,695738901576812
run,34.9967,695738991316426
run,80.9644,695739063296818
run,86.2408,695739094425091
run,119.542,695739123666073
run,156.421,695739144789887
run,162.845,695739160938175
run,161.599,695739176446422
run,163.009,695739192070735
run,140.876,695739207556807
run,128.766,695739225464639
run,132.35,695739245065424
run,135.859,695739264133753
run,162.666,695739282709371
run,163.459,695739298230258
run,163.574,695739313676681
run,146.695,695739329110143
run,124.608,695739346314542
run,153.294,695739366565480
run,156.054,695739383035789
run,162.894,695739399231982
run,163.317,695739414733989
run,161.063,695739430193532
run,162.319,695739445870294
run,145.535,695739461421294
run,137.589,695739478773087
run,163.614,695739497117790
run,165.301,695739512548692
run,163.368,695739527819720
